,Datetime,Temperature,Flow
479,2019-08-06 00:00:00,16.1,3.1380751960000004
480,2019-08-06 00:15:00,16.0,3.113292632
481,2019-08-06 00:30:00,16.0,3.1380751960000004
482,2019-08-06 00:45:00,15.9,3.1380751960000004
483,2019-08-06 01:00:00,15.9,3.113292632
484,2019-08-06 01:15:00,15.8,3.113292632
485,2019-08-06 01:30:00,15.7,3.113292632
486,2019-08-06 01:45:00,15.6,3.1380751960000004
487,2019-08-06 02:00:00,15.6,3.1380751960000004
488,2019-08-06 02:15:00,15.5,3.1380751960000004
489,2019-08-06 02:30:00,15.4,3.113292632
490,2019-08-06 02:45:00,15.3,3.113292632
491,2019-08-06 03:00:00,15.2,3.113292632
492,2019-08-06 03:15:00,15.1,3.113292632
493,2019-08-06 03:30:00,15.0,3.113292632
494,2019-08-06 03:45:00,14.9,3.113292632
495,2019-08-06 04:00:00,14.9,3.113292632
496,2019-08-06 04:15:00,14.8,3.113292632
497,2019-08-06 04:30:00,14.7,3.113292632
498,2019-08-06 04:45:00,14.6,3.1380751960000004
499,2019-08-06 05:00:00,14.5,3.1380751960000004
500,2019-08-06 05:15:00,14.5,3.113292632
501,2019-08-06 05:30:00,14.4,3.113292632
502,2019-08-06 05:45:00,14.3,3.113292632
503,2019-08-06 06:00:00,14.3,3.113292632
504,2019-08-06 06:15:00,14.2,3.1380751960000004
505,2019-08-06 06:30:00,14.2,3.113292632
506,2019-08-06 06:45:00,14.1,3.113292632
507,2019-08-06 07:00:00,14.1,3.113292632
508,2019-08-06 07:15:00,14.0,3.1380751960000004
509,2019-08-06 07:30:00,14.0,3.1380751960000004
510,2019-08-06 07:45:00,13.9,3.1380751960000004
511,2019-08-06 08:00:00,13.9,3.1380751960000004
512,2019-08-06 08:15:00,13.9,3.1380751960000004
513,2019-08-06 08:30:00,13.8,3.113292632
514,2019-08-06 08:45:00,13.8,3.113292632
515,2019-08-06 09:00:00,13.8,3.113292632
516,2019-08-06 09:15:00,13.8,3.113292632
517,2019-08-06 09:30:00,13.8,3.113292632
518,2019-08-06 09:45:00,13.9,3.113292632
519,2019-08-06 10:00:00,13.9,3.113292632
520,2019-08-06 10:15:00,13.9,3.113292632
521,2019-08-06 10:30:00,14.0,3.113292632
522,2019-08-06 10:45:00,14.1,3.113292632
523,2019-08-06 11:00:00,14.1,3.113292632
524,2019-08-06 11:15:00,14.2,3.113292632
525,2019-08-06 11:30:00,14.4,3.113292632
526,2019-08-06 11:45:00,14.5,3.113292632
527,2019-08-06 12:00:00,14.7,3.113292632
528,2019-08-06 12:15:00,14.8,3.113292632
529,2019-08-06 12:30:00,15.0,3.113292632
530,2019-08-06 12:45:00,15.2,3.0886693710000004
531,2019-08-06 13:00:00,15.4,3.113292632
532,2019-08-06 13:15:00,15.6,3.113292632
533,2019-08-06 13:30:00,15.8,3.113292632
534,2019-08-06 13:45:00,16.0,3.113292632
535,2019-08-06 14:00:00,16.2,3.113292632
